ALAND,AWATER,GEOID,INTPTLAT,INTPTLON,NAME,NAMELSAD,STATEFP,ag_2015,ag_2016,ag_2017,ag_2018,ag_2019,ag_2020,ag_2021,ag_2022,ag_2023,ag_2024,dev_2023,forest_2023,grass_2023,land_2015,land_2016,land_2017,land_2018,land_2019,land_2020,land_2021,land_2022,land_2023,land_2024
1469390185,18074799,12013,+30.3888013,-085.1979155,Calhoun,Calhoun County,12,138689112.8760295,138842951.45740372,139559054.04205948,147956323.0901482,150311666.0155932,154313754.011758,157760963.43309328,160648246.92070553,163026554.1687845,165043182.76956192,85854337.12004991,280538106.2300262,271295980.506503,1487457791.138863,1487457791.138863,1487457791.138863,1487457791.138863,1487457791.138863,1487457791.138863,1487457791.138863,1487457791.138863,1487457791.138863,1487457791.138863
1764058624,458736687,12015,+26.8689745,-081.9412782,Charlotte,Charlotte County,12,397262437.80265766,396078204.0326633,394856939.56001633,394236857.7430615,392323325.4291263,391429427.3837876,389290096.2439627,386089174.4121294,384240865.22263455,378447366.4804879,423854332.28810275,64632847.57900798,1019544.8375603171,2222728524.441708,2222728524.441708,2222728524.441708,2222728524.441708,2222728524.441708,2222728524.441708,2222728524.441708,2222728524.441708,2222728524.441708,2222728524.441708
1507142282,495547943,12017,+28.8436402,-082.5248099,Citrus,Citrus County,12,189140087.95814925,188472455.19807917,189022231.26654676,187886959.45664182,187278207.16204235,187964763.54824984,187790832.06502876,186538519.41173428,184360612.60349813,183080629.0330576,476477357.3310372,343172961.91609585,7876002.060649558,2002550933.4076588,2002550933.4076588,2002550933.4076588,2002550933.4076588,2002550933.4076588,2002550933.4076588,2002550933.4076588,2002550933.4076588,2002550933.4076588,2002550933.4076588
5170431469,799432008,12021,+26.1187860,-081.4009553,Collier,Collier County,12,426467512.444352,424980814.416581,423717363.03630275,422767266.21949774,422004599.80842215,418750456.57480156,415634547.07134295,411619456.47909015,409183818.57189393,407507921.36925715,559860658.7698963,287094881.55652547,2503278.6535546393,5969443442.718233,5969443442.718233,5969443442.718233,5969443442.718233,5969443442.718233,5969443442.718233,5969443442.718233,5969443442.718233,5969443442.718233,5969443442.718233
2065645989,9755973,12023,+30.2212256,-082.6231143,Columbia,Columbia County,12,385131204.87313664,385374931.82729876,387198107.0449267,387229686.2068245,388307915.9542456,389064239.026832,386942503.1165817,386775136.08842605,386354112.157665,387219297.8731014,210436169.12860367,775947521.8776842,78353251.46052437,2075381652.7391787,2075381652.7391787,2075381652.7391787,2075381652.7391787,2075381652.7391787,2075381652.7391787,2075381652.7391787,2075381652.7391787,2075381652.7391787,2075381652.7391787
1649027555,6243548,12027,+27.1905809,-081.8062531,DeSoto,DeSoto County,12,1012685731.2319049,1011901221.9878987,1011286872.1467493,1012272907.1936098,1013147759.5336543,1014603533.1245649,1014013649.5035317,1013992242.2784231,1015881402.3462018,1018551951.5064791,92769370.56205694,22160251.93373401,836116.477355957,1655264452.3825493,1655264452.3825493,1655264452.3825493,1655264452.3825493,1655264452.3825493,1655264452.3825493,1655264452.3825493,1655264452.3825493,1655264452.3825493,1655264452.3825493
1826212953,410630401,12029,+29.5808994,-083.1956656,Dixie,Dixie County,12,106180550.16500075,109088130.87370124,110384916.42398821,111695568.29533976,113606052.03876543,114004906.8534627,114338275.35865068,113619006.98684943,113531492.37820685,115432667.72129454,134049323.89911965,507802643.1911428,96350667.59752388,2236578833.0490346,2236578833.0490346,2236578833.0490346,2236578833.0490346,2236578833.0490346,2236578833.0490346,2236578833.0490346,2236578833.0490346,2236578833.0490346,2236578833.0490346
1975993782,402807900,12031,+30.3352449,-081.6481132,Duval,Duval County,12,61255707.04753514,60510936.36681435,59747354.18576253,59057711.154585294,58360759.00627801,58261718.03775707,57658237.15828714,56437527.056801714,55362516.397314936,54632244.439999565,932628727.1562333,395030799.89950186,25954731.781380683,2378643084.019451,2378643084.019451,2378643084.019451,2378643084.019451,2378643084.019451,2378643084.019451,2378643084.019451,2378643084.019451,2378643084.019451,2378643084.019451
1701544502,563927612,12033,+30.6116382,-087.3388996,Escambia,Escambia County,12,223447851.3144634,222257301.5363341,221403202.05924454,220512508.58403704,219230224.44304582,218504791.65627465,217499703.17496648,215875923.63031963,215157065.51270825,214332997.0191289,452137137.11121804,500483593.5182679,67224019.52816282,2265156460.8360214,2265156460.8360214,2265156460.8360214,2265156460.8360214,2265156460.8360214,2265156460.8360214,2265156460.8360214,2265156460.8360214,2265156460.8360214,2265156460.8360214
1256519758,221918898,12035,+29.4748818,-081.2862729,Flagler,Flagler County,12,109403833.56036185,109571687.00007181,109989432.34145842,110081339.81195068,110013330.70445484,110109495.0582146,109631943.69937506,109482182.59187779,109576332.83598489,109598872.87743422,197400805.94564635,391685557.42006576,41281977.78976285,1478303501.004854,1478303501.004854,1478303501.004854,1478303501.004854,1478303501.004854,1478303501.004854,1478303501.004854,1478303501.004854,1478303501.004854,1478303501.004854
1337194435,31686103,12039,+30.5786866,-084.6126072,Gadsden,Gadsden County,12,145541040.14871082,145296660.02756035,145694816.47865948,145706235.96655798,145619671.86485693,145063083.19265786,144686606.29437402,144093399.32757044,143759859.59409133,145534784.85621414,121481553.57341452,544978040.0370965,92847759.86535859,1368881939.8423295,1368881939.8423295,1368881939.8423295,1368881939.8423295,1368881939.8423295,1368881939.8423295,1368881939.8423295,1368881939.8423295,1368881939.8423295,1368881939.8423295
905705530,14362143,12041,+29.7234556,-082.7958011,Gilchrist,Gilchrist County,12,360578397.7969384,364212577.9986082,366501080.5772825,368060516.9123385,371168401.83676064,372888475.9974447,372719622.7345392,372782240.99996674,372604972.6278179,376047196.8403871,75734669.89899066,247035175.88467398,37082589.47087737,920061860.7270014,920061860.7270014,920061860.7270014,920061860.7270014,920061860.7270014,920061860.7270014,920061860.7270014,920061860.7270014,920061860.7270014,920061860.7270014
2089129695,466706483,12043,+26.9548102,-081.1908197,Glades,Glades County,12,933401592.4699868,924181694.4602624,927329794.7700883,937604147.8863584,948252843.8487878,948856186.9073052,937103068.7438109,932934492.5845964,931303125.3466005,936584858.881121,67135504.37755653,155978353.97968057,10101056.783228975,2555800406.419214,2555800406.419214,2555800406.419214,2555800406.419214,2555800406.419214,2555800406.419214,2555800406.419214,2555800406.419214,2555800406.419214,2555800406.419214
1433354005,494697662,12045,+29.9072571,-085.2565366,Gulf,Gulf County,12,13699138.826123765,14944186.530738981,15792517.581615252,17228759.419769406,18346465.158991076,20106761.9743796,20880769.367135324,21305189.19885996,22002280.34088877,23024718.44642645,109433899.78359926,96440880.22165048,127033252.15239042,1927799711.1289926,1927799711.1289926,1927799711.1289926,1927799711.1289926,1927799711.1289926,1927799711.1289926,1927799711.1289926,1927799711.1289926,1927799711.1289926,1927799711.1289926
1330689567,13659798,12047,+30.4911868,-082.9510714,Hamilton,Hamilton County,12,205296021.17800748,205708031.34480864,206888262.00373152,208202640.69877666,209742609.2857745,210265633.2788409,210703157.29311955,210352975.91079774,211359264.1510874,215908121.38509738,82523041.8288239,427660629.9455743,89645747.581615,1344338073.2625163,1344338073.2625163,1344338073.2625163,1344338073.2625163,1344338073.2625163,1344338073.2625163,1344338073.2625163,1344338073.2625163,1344338073.2625163,1344338073.2625163
1651329788,1439673,12049,+27.4928458,-081.8215798,Hardee,Hardee County,12,946817882.751059,943915640.3811791,939705466.3404412,937005667.2138567,933446526.8113425,930017781.526546,925566604.2955738,921641659.6379805,917294838.9503459,914100334.3951383,71318772.87853593,26812453.48184791,6611174.6754303565,1652765987.4874992,1652765987.4874992,1652765987.4874992,1652765987.4874992,1652765987.4874992,1652765987.4874992,1652765987.4874992,1652765987.4874992,1652765987.4874992,1652765987.4874992
2994619283,87037213,12051,+26.5399670,-081.1521142,Hendry,Hendry County,12,1742785850.254965,1738556321.5688202,1735815412.9578092,1733830544.9131765,1731809430.6379187,1728053063.7329054,1720686473.0679982,1710470410.487607,1700007742.9842718,1695861635.508147,177334148.5434833,66054299.076288916,7259276.321084894,3081691945.0294957,3081691945.0294957,3081691945.0294957,3081691945.0294957,3081691945.0294957,3081691945.0294957,3081691945.0294957,3081691945.0294957,3081691945.0294957,3081691945.0294957
1224485109,301068594,12053,+28.5730426,-082.4662272,Hernando,Hernando County,12,200932968.07127202,200593502.29165778,200919278.28780374,200374162.9655096,200152793.37486807,199772667.30724853,199083918.9372745,198176653.82256025,197728083.43658254,197941431.64222553,365529038.1638901,348108462.13613063,7842165.545052562,1525424121.0697231,1525424121.0697231,1525424121.0697231,1525424121.0697231,1525424121.0697231,1525424121.0697231,1525424121.0697231,1525424121.0697231,1525424121.0697231,1525424121.0697231
2634768891,231625544,12055,+27.3410799,-081.3423534,Highlands,Highlands County,12,1351108324.8298542,1358399820.8501294,1370380586.7648427,1374543155.7494683,1374602356.2043617,1370116882.337231,1361498937.250179,1352376510.1244116,1346058541.1240256,1349015514.390366,316121074.8197491,87821199.45788598,4344324.984299125,2866414744.5719376,2866414744.5719376,2866414744.5719376,2866414744.5719376,2866414744.5719376,2866414744.5719376,2866414744.5719376,2866414744.5719376,2866414744.5719376,2866414744.5719376
2646574869,631652995,12057,+27.9066072,-082.3497186,Hillsborough,Hillsborough County,12,595412888.358485,588094820.291762,580681182.9910228,569140268.238602,560074702.5729347,553250335.4014554,544584140.1745784,534301280.5405172,525096895.4463742,516643839.65469897,1225742332.0968666,102805428.07362631,12896767.193280628,3278205498.5260406,3278205498.5260406,3278205498.5260406,3278205498.5260406,3278205498.5260406,3278205498.5260406,3278205498.5260406,3278205498.5260406,3278205498.5260406,3278205498.5260406
1240232909,26393537,12059,+30.8620072,-085.8159385,Holmes,Holmes County,12,275637190.87084,275736055.1224729,276021844.19640225,276491510.5356689,276535854.69132817,276318891.4065879,275024013.4279002,273685561.0837129,272489256.47070307,271976633.1052305,98899405.49538167,403630999.38214546,52576679.11679041,1266623652.0138338,1266623652.0138338,1266623652.0138338,1266623652.0138338,1266623652.0138338,1266623652.0138338,1266623652.0138338,1266623652.0138338,1266623652.0138338,1266623652.0138338
1302203812,295578903,12061,+27.7005283,-080.5747894,Indian River,Indian River County,12,484806937.4674579,472899376.41756123,467776781.482397,465475702.096383,463594703.6333672,457741816.8400162,452544506.69960326,443699359.04139405,438578670.07539976,435614795.58919585,267897324.37064064,33926281.70605445,6746260.486565085,1597599316.6047492,1597599316.6047492,1597599316.6047492,1597599316.6047492,1597599316.6047492,1597599316.6047492,1597599316.6047492,1597599316.6047492,1597599316.6047492,1597599316.6047492
1407329178,11745117,12067,+29.9900661,-083.1785097,Lafayette,Lafayette County,12,183792658.25038296,184764696.27992398,185157771.27320483,185326713.37858263,185491809.30580503,185753777.89784604,186272543.35792905,185377160.68560192,186531328.01067516,195887595.23887315,87379000.03449516,368391715.6412683,60818833.304447666,1419058967.6220255,1419058967.6220255,1419058967.6220255,1419058967.6220255,1419058967.6220255,1419058967.6220255,1419058967.6220255,1419058967.6220255,1419058967.6220255,1419058967.6220255
2462296203,534178837,12069,+28.7641128,-081.7122822,Lake,Lake County,12,681902180.3536344,676881909.3544518,672019935.6087159,663934838.7683768,657278702.7010504,651814926.0236187,643133455.7942349,633426776.6922565,627194032.1812823,617071083.6698647,583118852.2613798,448166778.23621845,13113728.343192784,2996430108.4716926,2996430108.4716926,2996430108.4716926,2996430108.4716926,2996430108.4716926,2996430108.4716926,2996430108.4716926,2996430108.4716926,2996430108.4716926,2996430108.4716926
2025413418,1114617195,12071,+26.5590348,-081.8919943,Lee,Lee County,12,201044957.48338753,198930387.02028963,194889795.6634355,191632656.4741612,188528043.0491162,185627098.7879018,181952640.25234294,177793884.56320503,174293996.0118934,170988431.47421414,1094718252.457972,24810608.98480008,1980128.8497268974,3102063515.4225907,3102063515.4225907,3102063515.4225907,3102063515.4225907,3102063515.4225907,3102063515.4225907,3102063515.4225907,3102063515.4225907,3102063515.4225907,3102063515.4225907
1727086019,90548394,12073,+30.4593104,-084.2778004,Leon,Leon County,12,98286026.81003344,99414085.34859546,99802998.3243645,99833709.7844913,99788532.3891331,99587753.26993144,100047035.79388595,99572239.68803184,99651433.79624717,99878834.89246516,327188980.8468695,798148005.3144073,54390964.88199031,1817641260.4520762,1817641260.4520762,1817641260.4520762,1817641260.4520762,1817641260.4520762,1817641260.4520762,1817641260.4520762,1817641260.4520762,1817641260.4520762,1817641260.4520762
2896211042,762907881,12075,+29.2844566,-082.7834620,Levy,Levy County,12,642537465.7802848,647308573.1286094,652398444.5031481,655354152.598129,655985756.6877645,661664735.4724275,662486374.3594965,661930175.327926,661049937.4700966,666752811.4893485,253963258.41323915,934391302.4373307,106235151.83068752,3658742931.4528403,3658742931.4528403,3658742931.4528403,3658742931.4528403,3658742931.4528403,3658742931.4528403,3658742931.4528403,3658742931.4528403,3658742931.4528403,3658742931.4528403
2164099093,19582444,12077,+30.2598494,-084.8685805,Liberty,Liberty County,12,24683282.379325356,27546380.931744024,30037493.02558761,32319934.056125056,34829744.10589695,36099693.56681028,37921790.6862848,37283399.2103901,37259026.84802917,40804537.49785156,91156481.95908272,604570948.577027,121730736.94944781,2183667165.332297,2183667165.332297,2183667165.332297,2183667165.332297,2183667165.332297,2183667165.332297,2183667165.332297,2183667165.332297,2183667165.332297,2183667165.332297
1924706077,387507719,12081,+27.4816825,-082.3687669,Manatee,Manatee County,12,770507164.7803804,765248747.3106768,761208200.2082708,754096553.8823142,744362326.4176875,738944909.9936002,730386523.0168524,721995741.3374774,718749071.2898366,712667462.8745786,492464483.93018967,51251520.99048809,3971996.375421023,2312097593.7628293,2312097593.7628293,2312097593.7628293,2312097593.7628293,2312097593.7628293,2312097593.7628293,2312097593.7628293,2312097593.7628293,2312097593.7628293,2312097593.7628293
1408397026,542185816,12085,+27.0836036,-080.3982011,Martin,Martin County,12,593184034.3925806,591334710.2016387,589910794.904447,588352742.7020687,586037533.1814404,583527081.4158701,577619389.0958185,562330359.9992771,559216753.797024,554995843.8594574,278119321.9254591,35252244.004271984,6828077.371790268,1950417561.1903691,1950417561.1903691,1950417561.1903691,1950417561.1903691,1950417561.1903691,1950417561.1903691,1950417561.1903691,1950417561.1903691,1950417561.1903691,1950417561.1903691
4917746437,1378974993,12086,+25.6105799,-080.4970989,Miami-Dade,Miami-Dade County,12,273113690.06134033,268337117.6367798,262340442.13360596,255379212.83654785,245555219.97991943,239732833.081604,230826568.3477173,218588067.9616089,212552008.29364014,210758082.55029297,1146795790.5627267,21794058.901167806,2640879.868758138,6275429558.285565,6275429558.285565,6275429558.285565,6275429558.285565,6275429558.285565,6275429558.285565,6275429558.285565,6275429558.285565,6275429558.285565,6275429558.285565
1680074654,200051078,12089,+30.6059629,-081.7650867,Nassau,Nassau County,12,77641924.31438443,77953352.66496056,78271587.62453184,78611795.02004322,78924598.24668664,79879759.79104483,80221018.8024584,79173946.10441369,79090416.45150626,80078900.76426572,204805530.1146087,639008221.6339228,114635062.52481498,1879988641.9358006,1879988641.9358006,1879988641.9358006,1879988641.9358006,1879988641.9358006,1879988641.9358006,1879988641.9358006,1879988641.9358006,1879988641.9358006,1879988641.9358006
2409293012,393276379,12091,+30.6658510,-086.5941872,Okaloosa,Okaloosa County,12,134913499.85457715,132753016.54106444,131906028.92235991,130685903.35983741,130491410.73975445,129740467.170745,128611497.47675732,127619955.64020996,126347984.4395874,126170786.08857565,357573291.2168052,1192950126.8484023,213181890.93326822,2802383684.046378,2802383684.046378,2802383684.046378,2802383684.046378,2802383684.046378,2802383684.046378,2802383684.046378,2802383684.046378,2802383684.046378,2802383684.046378
1991328272,318722514,12093,+27.3855924,-080.8873884,Okeechobee,Okeechobee County,12,1082801723.8185134,1081311104.506588,1080590498.15418,1080401772.1841252,1081745402.1371386,1081499897.106599,1082007455.7531915,1081860930.8684769,1080649738.0256906,1081611166.2702646,115792503.12362708,60298226.67152267,2478496.007261269,2310045877.5820727,2310045877.5820727,2310045877.5820727,2310045877.5820727,2310045877.5820727,2310045877.5820727,2310045877.5820727,2310045877.5820727,2310045877.5820727,2310045877.5820727
2337566033,260717886,12095,+28.5143906,-081.3232839,Orange,Orange County,12,291618489.97563374,284605072.13940614,278919450.4189103,269812066.4399272,263898873.25237602,258398457.38081816,252652838.8367072,245076151.48385245,239846175.62275362,235860769.05473915,1141076859.4194236,140938985.68335634,7185929.137556488,2598295833.2615433,2598295833.2615433,2598295833.2615433,2598295833.2615433,2598295833.2615433,2598295833.2615433,2598295833.2615433,2598295833.2615433,2598295833.2615433,2598295833.2615433
3438755923,461862673,12097,+28.0590267,-081.1393116,Osceola,Osceola County,12,1293006825.7693849,1290541116.3841674,1288250826.4762719,1285374457.3223896,1283485029.7088223,1281586078.186887,1275650705.904197,1268848530.7784393,1265566179.186649,1265043701.4479396,421254007.4580861,262727986.59090123,7189095.794442689,3900574124.860983,3900574124.860983,3900574124.860983,3900574124.860983,3900574124.860983,3900574124.860983,3900574124.860983,3900574124.860983,3900574124.860983,3900574124.860983
5090938139,1081432228,12099,+26.6491257,-080.4483542,Palm Beach,Palm Beach County,12,1887047674.7649708,1863650973.57022,1863551494.1808438,1855400128.1509888,1845974609.9656136,1840853169.5281303,1830691878.563764,1821854741.8030183,1814083867.5134904,1811003609.8850334,1322134849.0064118,13715431.892301671,18970977.803934254,6118758112.7316675,6118758112.7316675,6118758112.7316675,6118758112.7316675,6118758112.7316675,6118758112.7316675,6118758112.7316675,6118758112.7316675,6118758112.7316675,6118758112.7316675
1933862570,315412854,12101,+28.3077107,-082.4648324,Pasco,Pasco County,12,484253232.95325184,480898783.6840284,477523924.71066743,469772582.9629686,463026210.2661688,457149088.002326,449516633.43627036,440727128.60470706,434374184.0575209,423216079.42389053,656349197.2142686,238914143.87941703,8822681.843442671,2249038816.7767425,2249038816.7767425,2249038816.7767425,2249038816.7767425,2249038816.7767425,2249038816.7767425,2249038816.7767425,2249038816.7767425,2249038816.7767425,2249038816.7767425
709006650,866038559,12103,+27.9031078,-082.7395188,Pinellas,Pinellas County,12,4624118.259902056,4600362.050092151,4601784.693600883,4575707.835873832,4543275.481137504,4518978.682430013,4493695.147106455,4448517.215694173,4420812.31023763,4373799.550456207,623412273.5827242,18204457.92602252,208436.0625,1574752076.146087,1574752076.146087,1574752076.146087,1574752076.146087,1574752076.146087,1574752076.146087,1574752076.146087,1574752076.146087,1574752076.146087,1574752076.146087
4654624281,552319387,12105,+27.9535813,-081.6934703,Polk,Polk County,12,1416200704.4989722,1410227623.4057517,1407979561.3005428,1400728462.566407,1389990248.4800878,1377963076.01235,1366117035.9333405,1347115948.2526445,1332381345.2334003,1322228632.0541844,1048373757.0421897,328331906.5694489,79390552.89769502,5206927394.108438,5206927394.108438,5206927394.108438,5206927394.108438,5206927394.108438,5206927394.108438,5206927394.108438,5206927394.108438,5206927394.108438,5206927394.108438
1885167077,256548277,12107,+29.5938964,-081.7320389,Putnam,Putnam County,12,208361724.17069522,211276599.9582972,213071878.24014315,212375713.09874055,214008040.39654088,214634576.57447487,215808720.88388696,215103633.56129175,214752632.39023295,219483397.97247723,278708906.2639172,750000851.0386571,66756848.68007597,2141720620.8787646,2141720620.8787646,2141720620.8787646,2141720620.8787646,2141720620.8787646,2141720620.8787646,2141720620.8787646,2141720620.8787646,2141720620.8787646,2141720620.8787646
1555841585,571923268,12109,+29.8906441,-081.3839483,St. Johns,St. Johns County,12,145834980.50384018,144785890.82886603,143339654.88410285,140631705.17520463,140668384.95117044,139039107.77656966,137581124.99549824,136051626.5863796,135402508.55904973,137218766.66451848,365517592.7023572,413731496.5302831,40548924.76230253,2127475669.8511019,2127475669.8511019,2127475669.8511019,2127475669.8511019,2127475669.8511019,2127475669.8511019,2127475669.8511019,2127475669.8511019,2127475669.8511019,2127475669.8511019
1480655751,300844500,12111,+27.3798137,-080.4435357,St. Lucie,St. Lucie County,12,758468306.9843918,756652199.2653848,752815658.3954808,750612522.0266081,748183717.0902611,745059212.1685978,738149429.7519635,727911297.2036091,723371394.3853476,718153035.1327369,423641329.413059,25270656.295734484,1470028.1649370978,1781332091.0325842,1781332091.0325842,1781332091.0325842,1781332091.0325842,1781332091.0325842,1781332091.0325842,1781332091.0325842,1781332091.0325842,1781332091.0325842,1781332091.0325842
2622050626,418020795,12113,+30.7018378,-087.0127623,Santa Rosa,Santa Rosa County,12,289326163.19880086,292016474.3512643,294200847.28323543,296466114.1225909,296126689.2626666,296235514.2213458,295825162.529024,294477395.58950984,293303309.85614824,293459509.9748358,377906934.0025487,1131730026.4432063,133696662.64502051,3040027360.5020905,3040027360.5020905,3040027360.5020905,3040027360.5020905,3040027360.5020905,3040027360.5020905,3040027360.5020905,3040027360.5020905,3040027360.5020905,3040027360.5020905
1442282866,436195743,12115,+27.1843855,-082.3658351,Sarasota,Sarasota County,12,221357511.40906024,219296249.76141432,217004231.26998818,214063713.1392382,211965614.98970085,209682750.09144646,207375159.1837778,201330035.15546256,198761885.62200376,196964540.15800804,607795635.4973487,104495857.07907405,4596401.707486021,1878162465.7817397,1878162465.7817397,1878162465.7817397,1878162465.7817397,1878162465.7817397,1878162465.7817397,1878162465.7817397,1878162465.7817397,1878162465.7817397,1878162465.7817397
801344504,93079561,12117,+28.6900918,-081.1319894,Seminole,Seminole County,12,53512728.24202139,52991159.20099738,52330683.19159797,51337589.35157111,50386388.36139777,49593445.21002006,48905452.09005295,48085002.945102826,47504633.624790326,46887531.25821318,409221907.77273405,31796674.08177945,535498.8819840974,894423187.2883124,894423187.2883124,894423187.2883124,894423187.2883124,894423187.2883124,894423187.2883124,894423187.2883124,894423187.2883124,894423187.2883124,894423187.2883124
1442915229,58825881,12119,+28.7141008,-082.0743472,Sumter,Sumter County,12,456835130.2843441,454945265.13918936,452591538.8395508,453584006.4311986,447984421.94598275,448922993.7028933,448310515.04706895,444893791.8938504,439565101.0357676,432445691.9001739,219437495.3062263,205161207.64624983,5093582.947937012,1501737912.5493703,1501737912.5493703,1501737912.5493703,1501737912.5493703,1501737912.5493703,1501737912.5493703,1501737912.5493703,1501737912.5493703,1501737912.5493703,1501737912.5493703
1783342120,9593307,12121,+30.1892438,-082.9927542,Suwannee,Suwannee County,12,698469171.082665,699661375.2834563,704713228.0228596,707722919.7263659,709566467.4015192,710631924.180271,713989808.6378846,711613329.0824467,715684997.9927609,730467973.7658098,169981141.92509377,564629955.1023009,123885983.03501408,1792929673.098388,1792929673.098388,1792929673.098388,1792929673.098388,1792929673.098388,1792929673.098388,1792929673.098388,1792929673.098388,1792929673.098388,1792929673.098388
2702180641,489194665,12123,+30.0099084,-083.6094825,Taylor,Taylor County,12,70175064.18946941,71228349.69039929,71764593.27456915,71978799.96537009,72144580.14797553,72473342.02572212,72770858.43813667,72909140.1613523,73441747.32816139,78443225.33799809,194045245.2465066,878880536.6599596,108243876.04384574,3191040914.2574286,3191040914.2574286,3191040914.2574286,3191040914.2574286,3191040914.2574286,3191040914.2574286,3191040914.2574286,3191040914.2574286,3191040914.2574286,3191040914.2574286
2852206495,857789601,12127,+29.0577690,-081.1617920,Volusia,Volusia County,12,200306481.21343777,199495217.7929003,200127577.37726232,199521342.15247488,198772547.006114,198802343.19959545,198262511.30820906,197267612.5980794,196725760.27570945,196112428.50906265,744776351.9542676,697268567.1918236,24403016.837679517,3709596872.3454514,3709596872.3454514,3709596872.3454514,3709596872.3454514,3709596872.3454514,3709596872.3454514,3709596872.3454514,3709596872.3454514,3709596872.3454514,3709596872.3454514
1570616088,334902007,12129,+30.1394320,-084.3748463,Wakulla,Wakulla County,12,32740741.96556564,32887293.681996305,32933690.27769943,32950768.647206265,32832859.201649625,32835872.545277555,32525764.72704025,32381581.091359098,32478562.76988693,32817369.338002164,110937319.02828465,577509102.726024,26780211.6549855,1905395062.448515,1905395062.448515,1905395062.448515,1905395062.448515,1905395062.448515,1905395062.448515,1905395062.448515,1905395062.448515,1905395062.448515,1905395062.448515
2687739968,522795375,12131,+30.6312106,-086.1766139,Walton,Walton County,12,218838784.40963688,219882094.348016,220683199.89536947,221722277.34936452,221944875.82953027,223023750.60961577,223201201.73951414,222319858.9150613,220963937.4962991,219952700.689697,256449932.94460234,1137226562.4783335,249954954.51150134,3206036820.2846036,3206036820.2846036,3206036820.2846036,3206036820.2846036,3206036820.2846036,3206036820.2846036,3206036820.2846036,3206036820.2846036,3206036820.2846036,3206036820.2846036
1316423274,10328007,13001,+31.7397120,-082.2901025,Appling,Appling County,13,337284679.0779833,338820181.2827326,338118823.4953116,337289044.741575,336438936.1353355,336351470.0094301,334727738.44182897,332307906.54521865,330046579.1229768,330891863.5121664,106033656.82572933,310995308.35012084,94452618.5213762,1326726909.198224,1326726909.198224,1326726909.198224,1326726909.198224,1326726909.198224,1326726909.198224,1326726909.198224,1326726909.198224,1326726909.198224,1326726909.198224
887636792,4701677,13003,+31.2968056,-082.8781511,Atkinson,Atkinson County,13,197755712.69761702,201067827.80277005,205549904.94521537,207749821.6915365,208851058.44156975,210629162.97075698,211668066.0921925,212472783.78329095,212963344.8673797,213335848.42084408,55484240.610651724,246211110.08203843,50492194.00290934,892326329.8220304,892326329.8220304,892326329.8220304,892326329.8220304,892326329.8220304,892326329.8220304,892326329.8220304,892326329.8220304,892326329.8220304,892326329.8220304
735776071,4500457,13005,+31.5502095,-082.4514325,Bacon,Bacon County,13,215406450.71955588,216884706.2307258,219272229.93131462,221854449.5347587,223464958.1289046,224300743.6568204,224406022.84691256,222723129.91210434,220858846.85753557,221566663.92752805,59011326.36469534,161209972.28782144,38956334.51007248,740283075.3203436,740283075.3203436,740283075.3203436,740283075.3203436,740283075.3203436,740283075.3203436,740283075.3203436,740283075.3203436,740283075.3203436,740283075.3203436
885665383,18598654,13007,+31.3195798,-084.4548812,Baker,Baker County,13,366126922.9702825,366611848.0928734,367072378.57121336,366467220.37127185,365782355.5543302,365710687.856442,365310528.96090233,364163679.8865591,364155591.0167749,363437349.72419196,41259882.88810509,290517162.1541915,21038617.93682789,904262658.1888165,904262658.1888165,904262658.1888165,904262658.1888165,904262658.1888165,904262658.1888165,904262658.1888165,904262658.1888165,904262658.1888165,904262658.1888165
670027544,24802965,13009,+33.0594897,-083.2554566,Baldwin,Baldwin County,13,87268104.74863233,86702462.87107603,86463798.15803413,86275694.47995797,85893995.04683335,85137041.37442459,84099519.74167839,83498172.24872757,83118093.81446244,83244941.52616327,94997923.2077151,373943044.403242,35099445.06988837,694832856.6893387,694832856.6893387,694832856.6893387,694832856.6893387,694832856.6893387,694832856.6893387,694832856.6893387,694832856.6893387,694832856.6893387,694832856.6893387
601022383,4593262,13011,+34.3519216,-083.4984409,Banks,Banks County,13,148477560.72438008,148728003.82606727,149140479.2933156,149018572.0730921,148935419.3114959,149065639.9449245,148819437.03482878,148672183.3494552,148879847.36860037,149174227.53589773,61111970.998740286,349484266.37551033,15041320.272243125,605613998.3524659,605613998.3524659,605613998.3524659,605613998.3524659,605613998.3524659,605613998.3524659,605613998.3524659,605613998.3524659,605613998.3524659,605613998.3524659
417082282,4909657,13013,+33.9920094,-083.7123025,Barrow,Barrow County,13,125630859.3031614,124939415.33876666,124036134.95344166,123306512.94693412,122415358.69426389,121505684.67557852,119796320.69855359,118034819.81807289,116062507.79145604,114553811.24775918,130184390.49036099,149918824.54855788,5947166.440254002,421991323.63410693,421991323.63410693,421991323.63410693,421991323.63410693,421991323.63410693,421991323.63410693,421991323.63410693,421991323.63410693,421991323.63410693,421991323.63410693
1190154672,27367870,13015,+34.2409175,-084.8381879,Bartow,Bartow County,13,264120509.40723163,263698179.9342855,263001856.62369677,262186649.60358626,261223846.2115273,260553592.20965526,259365391.62519577,257391906.92619604,256128296.37544397,255180658.3312239,224526064.1977623,641373250.7606437,29826733.269840498,1217516566.7265577,1217516566.7265577,1217516566.7265577,1217516566.7265577,1217516566.7265577,1217516566.7265577,1217516566.7265577,1217516566.7265577,1217516566.7265577,1217516566.7265577
